last_name, first_name,pitch_hand,active_spin_fourseam,active_spin_sinker,active_spin_cutter,active_spin_changeup,active_spin_fastball,active_spin_slider,active_spin_curve
Bowman, Matt,R,82.6,94.9,,,,43,
Ynoa, Gabriel,R,82.5,93.8,,98.6,,23.2,
Scribner, Troy,R,82.5,,,76.2,,34.8,93.6
Brach, Brad,R,82.4,73.2,63.8,81.5,,34.1,
Suárez, Albert,R,82.3,96,,84.5,,36,83.1
Barnes, Jacob,R,82.2,,33,,,,
Freeman, Sam,L,82.2,94.3,,,,,35.9
Rodríguez, Ricardo,R,82.2,,,,,30.9,
Stumpf, Daniel,L,82.1,82,,83.1,,25.5,
Freeland, Kyle,L,82,83.5,,78.2,,36.8,30.3
Gustave, Jandel,R,82,,,,,27,
Junis, Jakob,R,82,88.3,,57,,57.7,55.6
Shields, James,R,82,78.6,32.2,96.4,,,46.1
Méndez, Yohander,L,82,88.2,,64.4,,20.8,
Holland, Derek,L,81.9,87,,80.9,,28.9,27.1
Samardzija, Jeff,R,81.9,91.2,60,,,43.4,45.2
Reed, Addison,R,81.9,,,,,28.3,
Velázquez, Hector,R,81.8,84,,70.3,,30.4,
Torres, José,L,81.8,91.3,,73.1,,31,
Tomlin, Josh,R,81.8,87.4,51.8,85.4,,,67.8
Tillman, Chris,R,81.7,89.7,,90.3,,29,84.8
Smith, Josh A.,R,81.7,77.6,49.8,,,26.3,56.3
McCullers Jr., Lance,R,81.6,80.7,,92.8,,,56.9
Woodruff, Brandon,R,81.5,,,91,,25.9,
Boyer, Blaine,R,81.5,86.1,,,,29,57.4
Winkler, Dan,R,81.2,,44.3,,,,27.8
Hoover, J.J.,R,81.2,86.9,,,,32.8,63.6
Quackenbush, Kevin,R,81,,,,,24.1,84.3
Brady, Michael,R,80.9,93.8,36.5,85,,,55.9
Taillon, Jameson,R,80.8,86.2,,81,,,73.7
Ottavino, Adam,R,80.8,85.3,44.7,,,78.8,
Overton, Dillon,L,80.8,,,78.4,,89.4,45.3
Hughes, Phil,R,80.7,82.1,46.9,84,,,54.3
Greinke, Zack,R,80.6,87.5,,78.7,,33.9,80.5
De La Rosa, Rubby,R,80.6,,,,,49.6,
VerHagen, Drew,R,80.5,88,,,,41.6,83.7
Hernández, Ariel,R,80.4,,,89.3,,,36.7
Law, Derek,R,80.3,,,84.2,,39.7,54
Turner, Jacob,R,80.3,86.1,,76.2,,32.1,34.9
Darvish, Yu,R,80.3,83.1,35.9,70.5,,75.5,89.1
Kontos, George,R,80.3,92.6,33.7,,,51.2,
McGowan, Dustin,R,80.2,85.8,,79.1,,34.5,
Guduan, Reymin,L,80.1,,,,,23.5,
Blach, Ty,L,80.1,100,,97.9,,19.3,43.6
Blevins, Jerry,L,79.9,,,81.7,,,86.7
Teheran, Julio,R,79.9,90.9,,94.3,,29.4,57.1
Johnson, Brian,L,79.8,,,83,,43.8,77.3
Ryan, Kyle,L,79.7,82.5,37.7,,,,
Hendricks, Kyle,R,79.7,82.3,84,70.7,,,73.1
Barraclough, Kyle,R,79.6,,,84.3,,61.3,
Iwakuma, Hisashi,R,79.5,87.7,29.6,,,,65
Strahm, Matt,L,79.5,,,63.7,,51.8,82.1
Valdez, César,R,79.3,84.5,,77.1,,27.7,
Bell, Chad,L,79.1,97.8,28,89.8,,31.9,
Despaigne, Odrisamer,R,79.1,86.8,27.5,80.9,,,73.7
Armstrong, Shawn,R,79.1,87.2,43.9,,,46.9,
Zastryzny, Rob,L,79.1,,39.6,,,,29.9
Leclerc, José,R,78.9,89.4,32.7,76,,31.7,53.1
Fien, Casey,R,78.9,,,,,35,45.8
Bolsinger, Mike,R,78.8,,74,72.1,,43.2,61.2
Abad, Fernando,L,78.7,82.6,,90.5,,,50.2
Díaz, Jumbo,R,78.6,84,,,,35.2,
Neal, Zach,R,78.5,80.3,16.5,75.9,,,
Boxberger, Brad,R,78.4,,,98.5,,30.1,
Ramírez, JC,R,78.3,85.8,,,,33.1,70.5
Cain, Matt,R,78.1,87.1,,67.7,,33.9,69.3
Hunter, Tommy,R,77.9,84.6,45,,,,49.5
Alvarez III, Henderson,R,77.9,90.2,,61.7,,,
Ramos, Edubray,R,77.9,,,,,52.6,48.7
Bettis, Chad,R,77.8,77.7,48.6,66.1,,,60.1
Santos, Luis,R,77.7,,,87.3,,,30.9
Wright, Daniel,R,77.6,81,,83.5,,25.7,77.1
O'Day, Darren,R,77.5,84,,,,36.8,
Sims, Lucas,R,77.5,92.2,,90.4,,35.8,72.1
Axford, John,R,77.5,91.6,,,,47.7,80.1
Vázquez, Felipe,L,77.4,,,65,,75.8,67.1
Graveman, Kendall,R,77.4,94.3,42.9,80.8,,56.7,
Blackburn, Paul,R,77.4,72.7,,77.4,,34,85.8
Ramirez, Noé,R,77.4,,,70.8,,,62.7
Williams, Trevor,R,77.4,92.2,,95.9,,31.2,44.4
García, Luis,R,77.3,82.8,,,,54.5,
Strickland, Hunter,R,77.3,82.3,,,,51.1,
Chavez, Jesse,R,77.3,91.4,66.8,87.1,,27.2,81.1
Pruitt, Austin,R,77.2,84.4,,74.1,,25.1,56.5
Edwards Jr., Carl,R,77.2,,,,,,64.4
Feldman, Scott,R,77.1,84.1,54.8,88.5,,,66.5
Hu, Chih-Wei,R,77.1,99,,100,,,
Beliveau, Jeff,L,77,,35.4,,,,87.6
Alcantara, Sandy,R,77,84.3,,,,29.9,
Kluber, Corey,R,77,85.3,32,76.5,,,64.1
Corbin, Patrick,L,76.8,82.7,,80.8,,37.9,
Gossett, Daniel,R,76.7,81.2,,78.8,,30,53.1
Stratton, Chris,R,76.7,71.5,73.8,72.3,,42.7,83.4
Jackson, Edwin,R,76.3,87.7,,100,,23.3,36.4
Cahill, Trevor,R,76.1,87.8,27.2,85.3,,,68.2
Crick, Kyle,R,75.8,74.5,77.2,60.6,,67.9,
Holder, Jonathan,R,75.5,,,,,30.1,77.8
Bummer, Aaron,L,75.2,70.4,,,,43.4,
Shackelford, Kevin,R,74.7,98.2,,,,24.6,
Barnette, Tony,R,74.4,87.2,40.2,,,,73.4
Bracho, Silvino,R,74.3,,,65.8,,45.3,
Wilson, Tyler,R,74.3,72.8,,,,,56.2
Wainwright, Adam,R,74.1,85.4,39,84.9,,,93.2
Dermody, Matt,L,74,87.7,,,,32.7,
Cosart, Jarred,R,74,73.2,,88.4,,36.2,65.8
Givens, Mychal,R,73.7,,73.3,67,,28.4,
Alvarado, José,L,73.7,79.3,,,,,47.7
Vargas, Jason,L,73.3,79.1,,73.8,,,80.6
Oberg, Scott,R,73.1,84.1,,78.4,,37.8,
Minor, Mike,L,73,68,,77.8,,44.4,57.8
Pineda, Michael,R,72.6,,,100,,19.9,
Thompson, Jake,R,72.6,72,,72.8,,66.1,
Dyson, Sam,R,72.1,80.8,44,77.4,,66,
Hand, Brad,L,72,72.8,,,,87.4,89.5
Hernández, Félix,R,71.6,79,,55.8,,28.9,68.7
Fried, Max,L,71.2,,,75.8,,,83.1
Jaye, Myles,R,71.2,76.4,,,,26.8,68.5
Gearrin, Cory,R,71.1,84.5,,69,,41.8,
Maton, Phil,R,71,,,,,,66.7
Álvarez, Dario,L,70.9,,,,,47.7,
Covey, Dylan,R,70.5,88.7,79.1,72.3,,24.8,36.5
Martes, Francis,R,70.5,,,41.7,,,47.7
Bridwell, Parker,R,70.1,82.8,36.9,65.8,,,50
Dull, Ryan,R,70,,,52.5,,36.9,
Torres, Carlos,R,67.8,65.3,58.9,,,73.6,76.4
Therrien, Jesen,R,66.8,67.5,,,,28.9,
Musgrove, Joe,R,66.6,66.6,36.2,67.7,,47.2,70.3
Suter, Brent,L,66.5,71.9,,90.2,,46.6,
Moronta, Reyes,R,66.4,,,,,59.7,
García, Jaime,L,66.4,71.4,58,74.3,,51.1,65.5
O'Flaherty, Eric,L,65.9,82.7,,,,30.2,
Edgin, Josh,L,65.8,,,,,30.5,52
Baumann, Buddy,L,65.8,79.2,,,,55,
Coulombe, Danny,L,65.1,71.7,,,,24.6,89.6
Moll, Sam,L,64.9,,,,,47.6,
Gray, Sonny,R,64.9,75.6,,73.1,,45.4,78.6
Ross, Tyson,R,64.7,76.6,,,,17.5,
Tepesch, Nick,R,64.5,73,,,,29.2,72.7
Bleier, Richard,L,64.4,77.7,34.7,89.9,,26.7,
Adams, Austin,R,64.2,,,,,46.7,
Aquino, Jayson,L,63.9,,30.4,80.6,,,
Asher, Alec,R,63.6,96.5,40.7,96.4,,,45
Bradford, Chasen,R,62.8,77.9,,,,26,
Keuchel, Dallas,L,62,62.2,43.1,73.2,,68.3,
Ross Jr., Robbie,L,61.6,,27.9,,,,31.3
Peters, Dillon,L,60.6,68.4,,94.7,,,65.3
Wilhelmsen, Tom,R,59.9,80.4,,,,29.3,56.4
Triggs, Andrew,R,59.5,75.4,,,,24.1,64.1
Stroman, Marcus,R,58.7,61.7,20.8,84.6,,50.4,67.7
Harris, Will,R,55.8,,47.4,,,,85
Jennings, Dan,L,55.5,59.1,,,,54.6,
Britton, Zack,L,54.4,69.3,,,,55.9,
Morris, Bryan,R,52.3,58.8,36.6,,,,38.2
Leake, Mike,R,52.2,82.1,38.4,83.2,,35.3,71.2
Melancon, Mark,R,51.3,,51.4,,,,76.3
Olson, Tyler,L,50.7,66.1,,53.9,,,84.4
Godley, Zack,R,49.7,74.6,43.2,59.2,,,57
Richards, Garrett,R,48.2,57.7,,,,29.4,100
Alexander, Scott,L,45.2,48.9,,,,40.1,
Gregerson, Luke,R,38.9,55.1,,,,37.3,
